"Name";"Level";"Casting Time";"Duration";"School";"Ritual";"Range";"Components";"Classes";"Optional/Variant Classes";"Subclasses";"Text"
"Latanie";"3";"Akcja";"Koncentracja, do 10 min.";"Przemiany";"False";"Dotyk";"W, S, M (pióro)";"Sorcerer, Warlock, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Sorcerer (Draconic), Fighter (Eldritch Knight)";"Dotykasz chętnej istoty. Na czas trwania zaklęcia cel zyskuje prędkość lotu 18 m (12) i może zawisnąć w powietrzu. Po zakończeniu działania zaklęcia cel spada, jeśli nadal znajduje się w powietrzu, chyba że zdoła powstrzymać upadek.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Możesz obrać za cel jedną dodatkową istotę za każdy slot zaklęć na poziomie wyższym niż 3."
"Chmura mgły";"1";"Akcja";"Koncentracja, do 1 godz.";"Przywoływania";"False";"36m (24)";"W, S";"Druid, Ranger, Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Druid (Land (Polar Land)), Druid (Sea), Bard (Lore), Fighter (Eldritch Knight), Cleric (Tempest), Warlock (Genie (Marid))";"Tworzysz kulę mgły o promieniu 6 m (4), której środek znajduje się w punkcie w zasięgu. Kula jest mocno zasłonięta. Utrzymuje się przez cały czas jej trwania lub do momentu rozproszenia jej przez silny wiatr (np. wywołany przez Podmuch Wiatru).

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Promień mgły zwiększa się o 6 m (4) za każdy slot zaklęć na poziomie wyższym niż 1."
"Zakaz";"6";"10 Min.";"1 dzień";"Odpychania";"True";"Dotyk";"W, S, M (rubinowy pył o wartości ponad 1 000 GP)";"Cleric";"";"Sorcerer (Divine Soul)";"Tworzysz osłonę przed magicznymi podróżami, która chroni do 40 000 stóp kwadratowych powierzchni do wysokości 9 m (6) nad podłogą. Przez cały czas trwania zaklęcia istoty nie mogą teleportować się na ten obszar ani korzystać z portali, takich jak te tworzone przez zaklęcie Brama. Zaklęcie zabezpiecza obszar przed podróżami planarnymi, a zatem uniemożliwia istotom dostęp do obszaru za pośrednictwem Płaszczyzny Astralnej, Płaszczyzny Eterycznej, Feywild, Shadowfell lub zaklęcia Zmiany Płaszczyzny. Ponadto zaklęcie zadaje obrażenia typom istot, które wybierzesz podczas jego rzucania. Wybierz jeden lub więcej z poniższych typów: Aberracje, Niebianki, Żywiołaki, Fey, Fiendy i Nieumarli. Gdy istota wybranego typu wejdzie na obszar działania zaklęcia po raz pierwszy w swojej turze lub zakończy w nim swoją turę, otrzyma 5 d10 obrażeń od Promieniowania lub Nekrotycznych (do wyboru w momencie rzucania tego zaklęcia). Istota, która wypowie hasło wchodząc na obszar działania zaklęcia, nie otrzymuje obrażeń od tego zaklęcia. Obszar działania zaklęcia nie może pokrywać się z obszarem działania innego zaklęcia Forbiddance. Jeśli rzucisz Forbiddance codziennie przez 30 dni w tym samym miejscu, zaklęcie będzie działać do momentu jego rozproszenia, a składniki materialne zostaną zużyte podczas ostatniego rzucenia."
"Klatka Mocy";"7";"Akcja";"Koncentracja, do 1 godz.";"Wywoływania";"False";"30m (20)";"W, S, M (rubinowy pył o wartości ponad 1 500 GP, który zużywa zaklęcie)";"Bard, Warlock, Wizard";"";"Wizard (Evoker)";"Nieruchome, niewidzialne więzienie w kształcie sześcianu, zbudowane z magicznej siły, powstaje wokół wybranego przez ciebie obszaru w zasięgu. Więzienie może mieć kształt klatki lub solidnego pudełka, w zależności od wyboru. Więzienie w kształcie klatki może mieć do 6 m (4) z boku i jest wykonane z prętów o średnicy 1/2 cala rozmieszczonych co 1/2 cala. Więzienie w kształcie skrzyni może mieć do 3 m (2) z każdej strony, tworząc solidną barierę, która uniemożliwia przedostanie się przez nią jakiejkolwiek materii i blokuje wszelkie zaklęcia rzucane do lub z tego obszaru.Po rzuceniu zaklęcia każda istota, która znajduje się całkowicie wewnątrz obszaru klatki, zostaje uwięziona. Stworzenia tylko częściowo znajdujące się w obszarze lub te zbyt duże, by się w nim zmieścić, są odpychane od środka obszaru, aż znajdą się całkowicie poza nim.Stworzenie wewnątrz klatki nie może jej opuścić za pomocą niemagicznych środków. Jeśli istota próbuje użyć teleportacji lub podróży międzyplanarnej, aby opuścić klatkę, musi najpierw wykonać rzut obronny na Charyzmę. Jeśli rzut się powiedzie, istota może użyć tej magii do opuszczenia klatki. W przypadku nieudanego rzutu obronnego, istota nie opuszcza klatki i traci zaklęcie lub efekt. Klatka rozciąga się również na Płaszczyznę Eteryczną, blokując eteryczne podróże. Zaklęcie to nie może zostać rozproszone przez Rozproszenie Magii."
"Przepowiadanie Przyszłości";"9";"1 Min.";"8 godz.";"Wieszczenia";"False";"Dotyk";"W, S, M (pióro kolibra)";"Bard, Druid, Warlock, Wizard";"";"Wizard (Diviner)";"Dotykasz chętnej istoty i obdarzasz ją ograniczoną zdolnością widzenia najbliższej przyszłości. Przez cały czas trwania zaklęcia cel ma przewagę w testach D20, a inne istoty nie mają przewagi w rzutach ataku przeciwko niemu. Zaklęcie kończy się przedwcześnie, jeśli rzucisz je ponownie."
"Światło księżyca";"4";"Akcja";"Koncentracja, do 10 min.";"Wywoływania";"False";"Na siebie";"W, S";"Bard, Druid";"";"Druid (Moon)";"Chłodne światło otacza twoje ciało przez cały czas trwania zaklęcia, emitując Jasne Światło w promieniu 6 m (4) i Przyćmione Światło w promieniu dodatkowych 6 m (4). Do zakończenia działania zaklęcia posiadasz Odporność na obrażenia od Promieniowania, a twoje ataki w walce wręcz zadają dodatkowe 2 d6 obrażeń od Promieniowania przy trafieniu. Dodatkowo, natychmiast po otrzymaniu obrażeń od istoty, którą widzisz w promieniu 18 m (12) od siebie, możesz wykonać Reakcję, aby zmusić tę istotę do wykonania rzutu obronnego na Wytrzymałość. W przypadku nieudanego rzutu, istota zostaje oślepiona do końca następnej tury."
"Swoboda przemieszczania się";"4";"Akcja";"1 godz.";"Odpychania";"False";"Dotyk";"W, S, M (skórzany pasek)";"Bard, Cleric, Druid, Ranger";"";"Druid (Land (Arctic)), Druid (Land (Coast)), Druid (Land (Forest)), Druid (Land (Grassland)), Druid (Land (Swamp)), Druid (Land (Temperate Land)), Sorcerer (Clockwork), Sorcerer (Clockwork Soul), Sorcerer (Divine Soul), Paladin (Devotion), Paladin (Glory), Cleric (War)";"Dotykasz chętnej istoty. Przez cały czas trwania tego efektu na ruch celu nie ma wpływu Trudny Teren, a zaklęcia i inne efekty magiczne nie mogą zmniejszyć Szybkości celu ani spowodować, że cel będzie sparaliżowany lub skrępowany. Dodatkowo, cel może poświęcić 1,5 m (1) ruchu na automatyczną ucieczkę z niemagicznych ograniczeń, takich jak kajdany lub istota nakładająca na niego warunek Grappled.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Możesz celować w jedną dodatkową istotę za każdy slot zaklęć na poziomie wyższym niż 4."
"Przyjaciele";"0";"Akcja";"Koncentracja, do 1 min.";"Uroków";"False";"3m (2)";"S, M (trochę makijażu)";"Bard, Sorcerer, Warlock, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"W magiczny sposób emanujesz przyjaźnią w kierunku jednej istoty, którą widzisz w zasięgu. Cel musi odnieść sukces w rzucie na Mądrość lub zostać zauroczony na czas trwania efektu. Zaklęcie kończy się automatycznie, jeśli cel nie jest humanoidem, walczysz z nim lub rzuciłeś na niego to zaklęcie w ciągu ostatnich 24 godzin. Zaklęcie kończy się przedwcześnie, jeśli cel otrzyma obrażenia lub jeśli wykonasz rzut ataku, zadasz obrażenia lub zmusisz kogokolwiek do wykonania rzutu obronnego. Po zakończeniu zaklęcia cel wie, że został przez ciebie zauroczony."
"Odmrożenie";"0";"Akcja";"Natychmiastowy";"Wywoływania";"False";"18m (12)";"W, S";"";"Artificer, Druid, Sorcerer, Warlock, Wizard";"Rogue (Arcane Trickster), Druid (Land), Bard (Lore), Fighter (Eldritch Knight), Wizard (Evoker), Cleric (Nature)";"Powodujesz, że odrętwiający mróz tworzy się na jednej istocie, którą widzisz w zasięgu. Cel musi wykonać rzut obronny na Wytrzymałość. W przypadku nieudanego rzutu obronnego, cel otrzymuje 1d6 obrażeń od zimna i ma utrudniony następny rzut ataku bronią, który wykona przed końcem swojej następnej tury. Obrażenia zadawane przez zaklęcie wzrastają o 1d6 po osiągnięciu 5. poziomu (2d6), 11. poziomu (3d6) i 17. poziomu (4d6)."
"Postać gazowa";"3";"Akcja";"Koncentracja, do 1 godz.";"Przemiany";"False";"Dotyk";"W, S, M (trochę gazy)";"Sorcerer, Warlock, Wizard";"";"Artificer (Alchemist), Rogue (Arcane Trickster), Druid (Spores), Druid (Land (Underdark)), Bard (Lore), Fighter (Eldritch Knight), Ranger (Swarmkeeper)";"Chętna istota, której dotkniesz, zmienia kształt wraz ze wszystkim, co ma na sobie i niesie, w mglistą chmurę na czas trwania zaklęcia. Zaklęcie kończy się na celu, jeśli spadnie on do 0 punktów wytrzymałości lub jeśli wykona akcję magiczną, aby zakończyć zaklęcie na sobie. Podczas przebywania w tej formie jedynym sposobem poruszania się celu jest prędkość lotu wynosząca 3 m (2) i może on unosić się w powietrzu. Cel może wejść i zająć przestrzeń innej istoty. Cel jest odporny na obrażenia kłute, przeszywające i tnące; jest odporny na stan Prone; i ma przewagę w rzutach obronnych na Siłę, Zręczność i Wytrzymałość. Cel może przechodzić przez wąskie otwory, ale traktuje płyny tak, jakby były stałymi powierzchniami. Cel nie może mówić ani manipulować przedmiotami, a wszelkie przedmioty, które nosił lub trzymał, nie mogą być upuszczane, używane ani w inny sposób wchodzić w interakcje. Wreszcie, cel nie może atakować ani rzucać zaklęć.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Możesz obrać za cel jedną dodatkową istotę za każdy slot zaklęć na poziomie wyższym niż 3."
"Brama";"9";"Akcja";"Koncentracja, do 1 min.";"Przywoływania";"False";"18m (12)";"W, S, M (diament o wartości ponad 5 000 GP)";"Cleric, Sorcerer, Warlock, Wizard";"";"Sorcerer (Divine Soul)";"Wyczarowujesz portal łączący niezajętą przestrzeń, którą widzisz w zasięgu, z precyzyjną lokalizacją na innej płaszczyźnie egzystencji. Portal jest okrągłym otworem o średnicy od 5 do 6 m (4). Portal można skierować w dowolnym kierunku. Portal trwa przez cały czas, a miejsce docelowe portalu jest przez niego widoczne. Portal ma przód i tył na każdej płaszczyźnie, na której się pojawia. Podróż przez portal jest możliwa tylko poprzez przejście przez jego przód. Bóstwa i inni władcy planet mogą uniemożliwić otwarcie portali stworzonych przez to zaklęcie w ich obecności lub w dowolnym miejscu w ich domenach. Podczas rzucania tego zaklęcia możesz wypowiedzieć imię konkretnej istoty (pseudonim, tytuł lub przydomek nie działają). Jeśli ta istota znajduje się na płaszczyźnie innej niż ta, na której jesteś, portal otworzy się obok nazwanej istoty i przeniesie ją do najbliższego niezajętego miejsca po twojej stronie portalu. Nie zyskujesz żadnej specjalnej mocy nad stworzeniem, a ono może działać tak, jak DM uzna za stosowne. Może odejść, zaatakować cię lub ci pomóc."
"Geas";"5";"1 Min.";"30 dni";"Uroków";"False";"18m (12)";"W";"Bard, Cleric, Druid, Paladin, Wizard";"";"Sorcerer (Divine Soul), Warlock (Fiend)";"Wydajesz werbalne polecenie istocie, którą widzisz w zasięgu, nakazując jej wykonanie jakiejś czynności lub powstrzymanie się od niej. Cel musi odnieść sukces w rzucie obronnym na Mądrość lub zostać zauroczony na czas trwania efektu. Cel automatycznie odnosi sukces, jeśli nie jest w stanie zrozumieć twojego polecenia. Podczas trwania Uroku, stworzenie otrzymuje 5d10 obrażeń psychicznych, jeśli działa w sposób bezpośrednio sprzeczny z twoim poleceniem. Obrażenia te są zadawane nie częściej niż raz dziennie. Możesz wydać dowolne polecenie, z wyjątkiem działania, które spowodowałoby pewną śmierć. Jeśli wydasz polecenie samobójcze, zaklęcie wygaśnie. Usunięcie Klątwy, Większe Przywrócenie lub Zaklęcie Życzenia kończy działanie tego zaklęcia.

Na wyższych poziomach: Użycie miejsca na zaklęcie wyższego poziomu. Jeśli użyjesz slotu na zaklęcie 7. lub 8. poziomu, czas trwania zaklęcia wynosi 365 dni. Jeśli użyjesz slotu na zaklęcie 9 poziomu, zaklęcie będzie trwać do momentu zakończenia go przez jedno z zaklęć wymienionych powyżej."
"Delikatny odpoczynek";"2";"Akcja";"10 dni";"Nekromancji";"True";"Dotyk";"W, S, M (2 miedziaki, które zużywa zaklęcie)";"Cleric, Paladin, Wizard";"";"Rogue (Arcane Trickster), Druid (Spores), Bard (Lore), Sorcerer (Divine Soul), Fighter (Eldritch Knight), Cleric (Grave)";"Dotykasz zwłok lub innych szczątków. Na czas trwania zaklęcia cel jest chroniony przed rozkładem i nie może stać się nieumarłym. Zaklęcie skutecznie wydłuża również limit czasu na wskrzeszenie celu z martwych, ponieważ dni spędzone pod wpływem tego zaklęcia nie wliczają się do limitu czasu zaklęć takich jak Wskrzeszenie Umarłych."
"Gigantyczny owad";"4";"Akcja";"Koncentracja, do 10 min.";"Przywoływania";"False";"18m (12)";"W, S";"Druid";"";"";"Przywołujesz gigantyczną stonogę, pająka lub osę (wybrane podczas rzucania zaklęcia). Manifestuje się ona w niezajętej przestrzeni w zasięgu twojego wzroku i używa bloku statystyk Gigantycznego Owada. Wybrana forma określa pewne szczegóły w bloku statystyk. Stworzenie znika, gdy jego liczba punktów wytrzymałości spadnie do 0 lub gdy zaklęcie dobiegnie końca. Stworzenie jest sojusznikiem dla ciebie i twoich sojuszników. W walce istota dzieli z tobą twoją inicjatywę, ale wykonuje swoją turę zaraz po tobie. Podporządkowuje się twoim komendom słownym (nie wymaga od ciebie żadnych działań). Jeśli ich nie wydasz, wykona akcję Unik i użyje swojego ruchu, aby uniknąć niebezpieczeństwa.

Na wyższych poziomach: Użycie miejsca na zaklęcie wyższego poziomu. Użyj poziomu slotu zaklęć jako poziomu zaklęcia w bloku statystyk."
"Swoboda";"8";"Akcja";"1 godz.";"Uroków";"False";"Na siebie";"W";"Bard, Warlock";"";"";"Do końca działania zaklęcia, gdy wykonujesz test Charyzmy, możesz zastąpić wyrzuconą liczbę liczbą 15. Dodatkowo, bez względu na to, co powiesz, magia, która mogłaby określić, czy mówisz prawdę, wskazuje, że jesteś prawdomówny."
"Kula niewrażliwości";"6";"Akcja";"Koncentracja, do 1 min.";"Odpychania";"False";"Na siebie";"W, S, M (szklany koralik)";"Sorcerer, Wizard";"";"Wizard (Abjurer)";"Nieruchoma, migocząca bariera pojawia się w promieniu 3 m (2) wokół ciebie i pozostaje przez cały czas trwania. Żadne zaklęcie poziomu 5 lub niższego rzucone spoza bariery nie może wpłynąć na nic wewnątrz niej. Takie zaklęcie może być skierowane do stworzeń i przedmiotów znajdujących się wewnątrz bariery, ale nie ma na nie żadnego wpływu. Podobnie, obszar wewnątrz bariery jest wykluczony z obszarów działania tworzonych przez takie zaklęcia.

Na wyższych poziomach: Użycie miejsca na zaklęcie wyższego poziomu. Bariera blokuje zaklęcia o 1 poziom wyższe za każdy slot zaklęć na poziomie wyższym niż 6."
"Glif Strzeżenia";"3";"1 Hr.";"Until dispelled or triggered";"Odpychania";"False";"Dotyk";"W, S, M (sproszkowany diament o wartości 200+ GP, który zużywa zaklęcie)";"Bard, Cleric, Wizard";"";"Wizard (Abjurer), Rogue (Arcane Trickster), Bard (Lore), Sorcerer (Divine Soul), Fighter (Eldritch Knight)";"Tworzysz glif, który później wyzwala magiczny efekt. Umieszczasz go na powierzchni (takiej jak stół lub fragment podłogi) lub w przedmiocie, który można zamknąć (takim jak książka lub skrzynia), aby ukryć glif. Glif może pokrywać obszar o średnicy nie większej niż 3 m (2). Jeśli powierzchnia lub obiekt zostanie przesunięty o więcej niż 3 m (2) od miejsca rzucenia zaklęcia, glif zostanie przerwany, a zaklęcie zakończy się bez aktywacji. Glif jest prawie niezauważalny i wymaga udanego testu Mądrości (Percepcji) przeciwko DC ochrony przed zaklęciem, aby go zauważyć. Kiedy wpisujesz glif, ustawiasz jego wyzwalacz i wybierasz, czy jest to wybuchowa runa, czy glif zaklęcia, jak wyjaśniono poniżej. Ustawienie wyzwalacza. Ty decydujesz, co aktywuje glif podczas rzucania zaklęcia. W przypadku glifów wyrytych na powierzchni, typowe wyzwalacze obejmują dotknięcie lub nadepnięcie na glif, usunięcie innego przedmiotu zakrywającego glif lub zbliżenie się do niego na określoną odległość. W przypadku glifów wpisanych w przedmiot, typowe wyzwalacze obejmują otwarcie tego przedmiotu lub zobaczenie glifu. Gdy glif zostanie aktywowany, zaklęcie to wygasa. Możesz doprecyzować wyzwalacz tak, aby aktywowały go tylko stworzenia określonego typu (na przykład, glif może być ustawiony tak, aby wpływał na Aberracje). Możesz także ustawić warunki dla stworzeń, które nie aktywują glifu, np. tych, które wypowiedzą określone hasło. Wybuchowa runa. Po uruchomieniu glifu następuje wybuch magicznej energii w kuli o promieniu 6 m (4) wyśrodkowanej na glifie. Każda istota w tym obszarze wykonuje rzut obronny na Zręczność. Istota otrzymuje 5 d8 obrażeń od kwasu, zimna, ognia, błyskawic lub piorunów (do wyboru podczas tworzenia glifu) w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego. Glif zaklęcia. W glifie można przechowywać przygotowane zaklęcie poziomu 3 lub niższego, rzucając je podczas tworzenia glifu. Zaklęcie musi być skierowane na pojedynczą istotę lub obszar. Przechowywane zaklęcie nie ma natychmiastowego efektu, gdy zostanie rzucone w ten sposób. Po uruchomieniu glifu, przechowywane zaklęcie zaczyna działać. Jeśli zaklęcie ma cel, jest ono skierowane do istoty, która wyzwoliła glif. Jeśli zaklęcie oddziałuje na obszar, obszar ten skupia się na tej istocie. Jeśli zaklęcie przywołuje wrogie stworzenia lub tworzy szkodliwe obiekty lub pułapki, pojawiają się one jak najbliżej intruza i atakują go. Jeśli zaklęcie wymaga Koncentracji, trwa ona do końca jego pełnego czasu trwania.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia zadawane przez wybuchową runę wzrastają o 1d8 za każdy slot zaklęć na poziomie wyższym niż 3. Jeśli tworzysz glif zaklęcia, możesz przechowywać w nim dowolne zaklęcie do tego samego poziomu, co slot zaklęcia, którego używasz dla glifu ochrony."
